id,title,doi,publication_date,oa_url,pdf_path
2591630414,A new subfamily classification of the Leguminosae based on a taxonomically comprehensive phylogeny: The Legume Phylogeny Working Group (LPWG),https://doi.org/10.12705/661.3,2017-02-01,https://onlinelibrary.wiley.com/doi/pdfdirect/10.12705/661.3,
2595220198,ICTV Virus Taxonomy Profile: Geminiviridae,https://doi.org/10.1099/jgv.0.000738,2017-02-01,https://doi.org/10.1099/jgv.0.000738,
3099357154,The Hyper Suprime-Cam SSP Survey: Overview and survey design,https://doi.org/10.1093/pasj/psx066,2017-09-04,https://arxiv.org/pdf/1704.05858,../database/content/3099357154/3099357154.pdf
2753856199,Advancing social connection as a public health priority in the United States.,https://doi.org/10.1037/amp0000103,2017-09-01,https://repository.arizona.edu/bitstream/10150/632143/1/Holt-Lunstad%2c%20Robles%2c%20Sbarra%20AP_2017.pdf,../database/content/2753856199/2753856199.pdf
2626059976,Damming the rivers of the Amazon basin,https://doi.org/10.1038/nature22333,2017-06-01,https://repository.arizona.edu/bitstream/10150/625952/1/Baker_Nature_Amazon_Dams.pdf,../database/content/2626059976/2626059976.pdf
2767780867,Transport of drugs from blood vessels to tumour tissue,https://doi.org/10.1038/nrc.2017.93,2017-12-01,https://europepmc.org/articles/pmc6371795?pdf=render,../database/content/2767780867/2767780867.pdf
2640475594,Estrogen–gut microbiome axis: Physiological and clinical implications,https://doi.org/10.1016/j.maturitas.2017.06.025,2017-09-01,http://www.maturitas.org/article/S0378512217306503/pdf,
2770565810,Genome sequence of the progenitor of the wheat D genome Aegilops tauschii,https://doi.org/10.1038/nature24486,2017-11-01,https://www.nature.com/articles/nature24486.pdf,../database/content/2770565810/2770565810.pdf
2548118086,Contribution of citizen science towards international biodiversity monitoring,https://doi.org/10.1016/j.biocon.2016.09.004,2017-09-01,https://doi.org/10.1016/j.biocon.2016.09.004,
3104815301,The Electromagnetic Counterpart of the Binary Neutron Star Merger LIGO/Virgo GW170817. IV. Detection of Near-infrared Signatures of r-process Nucleosynthesis with Gemini-South,https://doi.org/10.3847/2041-8213/aa905c,2017-10-16,https://iopscience.iop.org/article/10.3847/2041-8213/aa905c/pdf,
2766936425,"Viewpoints: how the hippocampus contributes to memory, navigation and cognition",https://doi.org/10.1038/nn.4661,2017-11-01,https://europepmc.org/articles/pmc5943637?pdf=render,../database/content/2766936425/2766936425.pdf
2762695787,Surge in insect resistance to transgenic crops and prospects for sustainability,https://doi.org/10.1038/nbt.3974,2017-10-01,None,
2591990932,Tunable moiré bands and strong correlations in small-twist-angle bilayer graphene,https://doi.org/10.1073/pnas.1620140114,2017-03-14,https://www.pnas.org/content/pnas/114/13/3364.full.pdf,
2761516325,Guidelines for the use of flow cytometry and cell sorting in immunological studies<sup>*</sup>,https://doi.org/10.1002/eji.201646632,2017-10-01,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eji.201646632,
2567025824,"Sleep, Health, and Society",https://doi.org/10.1016/j.jsmc.2016.10.012,2017-03-01,https://europepmc.org/articles/pmc6203594?pdf=render,../database/content/2567025824/2567025824.pdf
3101285323,The 13th Data Release of the Sloan Digital Sky Survey: First Spectroscopic Data from the SDSS-IV Survey Mapping Nearby Galaxies at Apache Point Observatory,https://doi.org/10.3847/1538-4365/aa8992,2017-12-01,https://iopscience.iop.org/article/10.3847/1538-4365/aa8992/pdf,
2591694678,OSIRIS-REx: Sample Return from Asteroid (101955) Bennu,https://doi.org/10.1007/s11214-017-0405-1,2017-08-28,https://arxiv.org/pdf/1702.06981,../database/content/2591694678/2591694678.pdf
2742133220,"Bevacizumab for advanced cervical cancer: final overall survival and adverse event analysis of a randomised, controlled, open-label, phase 3 trial (Gynecologic Oncology Group 240)",https://doi.org/10.1016/s0140-6736(17)31607-0,2017-10-01,https://escholarship.org/content/qt2rq1s1px/qt2rq1s1px.pdf?t=ow44jz,../database/content/2742133220/2742133220.pdf
2754589635,Menopausal Hormone Therapy and Long-term All-Cause and Cause-Specific Mortality,https://doi.org/10.1001/jama.2017.11217,2017-09-12,https://europepmc.org/articles/pmc5728370?pdf=render,../database/content/2754589635/2754589635.pdf
2765825922,Tezacaftor–Ivacaftor in Residual-Function Heterozygotes with Cystic Fibrosis,https://doi.org/10.1056/nejmoa1709847,2017-11-23,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1709847?articleTools=true,
4293769421,Clinical Practice Guideline: Benign Paroxysmal Positional Vertigo (Update),https://doi.org/10.1177/0194599816689667,2017-03-01,https://journals.sagepub.com/doi/pdf/10.1177/0194599816689667,
2613669501,Shear-Wave Elastography: Basic Physics and Musculoskeletal Applications,https://doi.org/10.1148/rg.2017160116,2017-05-01,https://doi.org/10.1148/rg.2017160116,
2598538582,The twenty‐first century Colorado River hot drought and implications for the future,https://doi.org/10.1002/2016wr019638,2017-03-01,https://repository.arizona.edu/bitstream/10150/624032/1/Udall_et_al-2017-Water_Resources_Research.pdf,../database/content/2598538582/2598538582.pdf
3123822488,Pilot CEOs and corporate innovation,https://doi.org/10.1016/j.jfineco.2016.11.002,2017-01-01,None,
2591056115,Gender diversity leads to better science,https://doi.org/10.1073/pnas.1700616114,2017-02-21,https://www.pnas.org/content/pnas/114/8/1740.full.pdf,
2603624303,The Sloan Digital Sky Survey Quasar Catalog: Twelfth data release,https://doi.org/10.1051/0004-6361/201527999,2017-01-01,https://www.aanda.org/articles/aa/pdf/2017/01/aa27999-15.pdf,../database/content/2603624303/2603624303.pdf
2587469802,The hierarchical basis of neurovisceral integration,https://doi.org/10.1016/j.neubiorev.2017.02.003,2017-04-01,None,
2754456190,Pearl millet genome sequence provides a resource to improve agronomic traits in arid environments,https://doi.org/10.1038/nbt.3943,2017-09-18,https://doi.org/10.1038/nbt.3943,
2545457694,Nudges for Privacy and Security,https://doi.org/10.1145/3054926,2017-08-08,https://dl.acm.org/doi/pdf/10.1145/3054926,../database/content/2545457694/2545457694.pdf
2643003590,The increasing rate of global mean sea-level rise during 1993–2014,https://doi.org/10.1038/nclimate3325,2017-06-26,None,
2769675690,Pedotransfer Functions in Earth System Science: Challenges and Perspectives,https://doi.org/10.1002/2017rg000581,2017-12-01,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017RG000581,
2613688510,2017 HRS expert consensus statement on magnetic resonance imaging and radiation exposure in patients with cardiovascular implantable electronic devices,https://doi.org/10.1016/j.hrthm.2017.04.025,2017-07-01,http://www.heartrhythmjournal.com/article/S1547527117304538/pdf,
2578151840,Computing Resource Allocation in Three-Tier IoT Fog Networks: A Joint Optimization Approach Combining Stackelberg Game and Matching,https://doi.org/10.1109/jiot.2017.2688925,2017-10-01,https://doi.org/10.1109/jiot.2017.2688925,
2605899719,A global synthesis of the effects of diversified farming systems on arthropod diversity within fields and across agricultural landscapes,https://doi.org/10.1111/gcb.13714,2017-05-10,https://su.diva-portal.org/smash/get/diva2:1141528/FULLTEXT01,../database/content/2605899719/2605899719.pdf
2588043918,Assessing the Risks Associated with MRI in Patients with a Pacemaker or Defibrillator,https://doi.org/10.1056/nejmoa1603265,2017-02-23,https://www.nejm.org/doi/pdf/10.1056/NEJMoa1603265?articleTools=true,
2587125658,Role of Autophagy and Apoptosis in Non-Small-Cell Lung Cancer,https://doi.org/10.3390/ijms18020367,2017-02-10,https://www.mdpi.com/1422-0067/18/2/367/pdf?version=1487297730,../database/content/2587125658/2587125658.pdf
2506174538,Covert Communication in the Presence of an Uninformed Jammer,https://doi.org/10.1109/twc.2017.2720736,2017-09-01,https://doi.org/10.1109/twc.2017.2720736,
2727856859,Beyond Risk and Protective Factors: An Adaptation-Based Approach to Resilience,https://doi.org/10.1177/1745691617693054,2017-07-01,https://journals.sagepub.com/doi/pdf/10.1177/1745691617693054,
2618747440,Comparing Jupiter interior structure models to <i>Juno</i> gravity measurements and the role of a dilute core,https://doi.org/10.1002/2017gl073160,2017-05-25,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/2017gl073160,
2587686068,The prevalence of frailty in heart failure: A systematic review and meta-analysis,https://doi.org/10.1016/j.ijcard.2017.01.153,2017-06-01,https://europepmc.org/articles/pmc5392144?pdf=render,../database/content/2587686068/2587686068.pdf
2588958499,Merging paleobiology with conservation biology to guide the future of terrestrial ecosystems,https://doi.org/10.1126/science.aah4787,2017-02-10,https://helda.helsinki.fi/bitstream/10138/308891/1/Barnoskly_et_al_2017_Science.pdf,../database/content/2588958499/2588958499.pdf
2604225847,The Sirius System and Its Astrophysical Puzzles: Hubble Space Telescope and Ground-based Astrometry<sup>∗</sup>,https://doi.org/10.3847/1538-4357/aa6af8,2017-05-08,https://arxiv.org/pdf/1703.10625,../database/content/2604225847/2604225847.pdf
2560603808,Understanding commuting patterns using transit smart card data,https://doi.org/10.1016/j.jtrangeo.2016.12.001,2017-01-01,None,
2607038873,Woody Plant Encroachment: Causes and Consequences,https://doi.org/10.1007/978-3-319-46709-2_2,2017-01-01,https://link.springer.com/content/pdf/10.1007%2F978-3-319-46709-2_2.pdf,../database/content/2607038873/2607038873.pdf
2751705769,The Aging Navigational System,https://doi.org/10.1016/j.neuron.2017.06.037,2017-08-01,http://www.cell.com/article/S0896627317305615/pdf,
2585482648,Interaction rewiring and the rapid turnover of plant–pollinator networks,https://doi.org/10.1111/ele.12740,2017-02-03,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/ele.12740,
2612591151,"Mineralogy of an ancient lacustrine mudstone succession from the Murray formation, Gale crater, Mars",https://doi.org/10.1016/j.epsl.2017.04.021,2017-08-01,https://doi.org/10.1016/j.epsl.2017.04.021,
2620888648,The optical trapezoid model: A novel approach to remote sensing of soil moisture applied to Sentinel-2 and Landsat-8 observations,https://doi.org/10.1016/j.rse.2017.05.041,2017-09-01,http://manuscript.elsevier.com/S0034425717302493/pdf/S0034425717302493.pdf,
2765948467,ROS Signaling in the Pathogenesis of Acute Lung Injury (ALI) and Acute Respiratory Distress Syndrome (ARDS),https://doi.org/10.1007/978-3-319-63245-2_8,2017-01-01,https://europepmc.org/articles/pmc7120947?pdf=render,
2590458460,Depletion of microglia exacerbates postischemic inflammation and brain injury,https://doi.org/10.1177/0271678x17694185,2017-02-20,https://journals.sagepub.com/doi/pdf/10.1177/0271678X17694185,
2587506066,IgA-coated <i>E. coli</i> enriched in Crohn’s disease spondyloarthritis promote T <sub>H</sub> 17-dependent inflammation,https://doi.org/10.1126/scitranslmed.aaf9655,2017-02-08,https://europepmc.org/articles/pmc6159892?pdf=render,../database/content/2587506066/2587506066.pdf
2564673452,Assessment of safety and efficacy of long-term treatment with combination lumacaftor and ivacaftor therapy in patients with cystic fibrosis homozygous for the F508del-CFTR mutation (PROGRESS): a phase,https://doi.org/10.1016/s2213-2600(16)30427-1,2017-02-01,None,
2513508797,Blood Flow in the Microcirculation,https://doi.org/10.1146/annurev-fluid-010816-060302,2017-01-03,None,
2579481779,Rainfall regimes of the Green Sahara,https://doi.org/10.1126/sciadv.1601503,2017-01-06,https://advances.sciencemag.org/content/advances/3/1/e1601503.full.pdf,
2585257380,Seasonality and predictability shape temporal species diversity,https://doi.org/10.1002/ecy.1761,2017-04-18,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/ecy.1761,
2620099545,Jupiter’s interior and deep atmosphere: The initial pole-to-pole passes with the Juno spacecraft,https://doi.org/10.1126/science.aal2108,2017-05-26,https://science.sciencemag.org/content/sci/356/6340/821.full.pdf,
2751943544,The <scp>bien r</scp> package: A tool to access the Botanical Information and Ecology Network (BIEN) database,https://doi.org/10.1111/2041-210x.12861,2017-09-06,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/2041-210x.12861,
2622889376,Continued decline in blood collection and transfusion in the <scp>U</scp>nited <scp>S</scp>tates–2015,https://doi.org/10.1111/trf.14165,2017-06-01,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/trf.14165,
2763201488,Physical Properties of 15 Quasars at z ≳ 6.5,https://doi.org/10.3847/1538-4357/aa9185,2017-11-06,https://iopscience.iop.org/article/10.3847/1538-4357/aa9185/pdf,
2604724397,The dispersal of planet-forming discs: theory confronts observations,https://doi.org/10.1098/rsos.170114,2017-04-01,https://doi.org/10.1098/rsos.170114,
2748591825,Inordinate Fondness Multiplied and Redistributed: the Number of Species on Earth and the New Pie of Life,https://doi.org/10.1086/693564,2017-09-01,None,
2744129140,Frontal asymmetry as a mediator and moderator of emotion: An updated review,https://doi.org/10.1111/psyp.12965,2017-08-04,None,
2115311464,The Juno Mission,https://doi.org/10.1007/s11214-017-0429-6,2017-11-01,None,
2552795086,"Features of the bronchial bacterial microbiome associated with atopy, asthma, and responsiveness to inhaled corticosteroid treatment",https://doi.org/10.1016/j.jaci.2016.08.055,2017-07-01,http://www.jacionline.org/article/S0091674916312830/pdf,
2564783191,G-quadruplex oligonucleotide AS1411 as a cancer-targeting agent: Uses and mechanisms,https://doi.org/10.1016/j.bbagen.2016.12.015,2017-05-01,http://manuscript.elsevier.com/S0304416516305098/pdf/S0304416516305098.pdf,
2746367132,Promising efficacy and acceptable safety of venetoclax plus bortezomib and dexamethasone in relapsed/refractory MM,https://doi.org/10.1182/blood-2017-06-788323,2017-11-30,https://ashpublications.org/blood/article-pdf/130/22/2392/1403811/blood788323.pdf,../database/content/2746367132/2746367132.pdf
2768046673,"Effects of pH on cell growth, lipid production and CO2 addition of microalgae Chlorella sorokiniana",https://doi.org/10.1016/j.algal.2017.11.004,2017-12-01,http://manuscript.elsevier.com/S2211926417305684/pdf/S2211926417305684.pdf,
2607843717,"Orange, red, yellow: biosynthesis of azaphilone pigments in Monascus fungi",https://doi.org/10.1039/c7sc00475c,2017-01-01,https://pubs.rsc.org/en/content/articlepdf/2017/sc/c7sc00475c,../database/content/2607843717/2607843717.pdf
2772249248,Foundations of translational ecology,https://doi.org/10.1002/fee.1733,2017-12-01,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/fee.1733,
2653632515,"Doxorubicin plus evofosfamide versus doxorubicin alone in locally advanced, unresectable or metastatic soft-tissue sarcoma (TH CR-406/SARC021): an international, multicentre, open-label, randomised ph",https://doi.org/10.1016/s1470-2045(17)30381-9,2017-08-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7771354,
2575539723,Delirium in Critically Ill Children: An International Point Prevalence Study*,https://doi.org/10.1097/ccm.0000000000002250,2017-04-01,https://europepmc.org/articles/pmc5350030?pdf=render,../database/content/2575539723/2575539723.pdf
2528014653,Expanding the role of reactive transport models in critical zone processes,https://doi.org/10.1016/j.earscirev.2016.09.001,2017-02-01,https://www.sciencedirect.com/science/article/am/pii/S001282521630280X,
2568050301,"The Strange Case of CDK4/6 Inhibitors: Mechanisms, Resistance, and Combination Strategies",https://doi.org/10.1016/j.trecan.2016.11.006,2017-01-01,https://europepmc.org/articles/pmc5347397?pdf=render,../database/content/2568050301/2568050301.pdf
2588642117,Capulavirus and Grablovirus: two new genera in the family Geminiviridae,https://doi.org/10.1007/s00705-017-3268-6,2017-02-17,https://link.springer.com/content/pdf/10.1007%2Fs00705-017-3268-6.pdf,../database/content/2588642117/2588642117.pdf
2770113020,Association of sputum and blood eosinophil concentrations with clinical measures of COPD severity: an analysis of the SPIROMICS cohort,https://doi.org/10.1016/s2213-2600(17)30432-0,2017-12-01,https://cdr.lib.unc.edu/downloads/b5644z35f,../database/content/2770113020/2770113020.pdf
2744561951,Clinical applications of chemical exchange saturation transfer (CEST) MRI,https://doi.org/10.1002/jmri.25838,2017-08-09,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jmri.25838,
2740853133,Target Selection for the SDSS-IV APOGEE-2 Survey,https://doi.org/10.3847/1538-3881/aa8df9,2017-10-25,https://iopscience.iop.org/article/10.3847/1538-3881/aa8df9/pdf,
2768222400,Biodiversity and climate determine the functioning of Neotropical forests,https://doi.org/10.1111/geb.12668,2017-11-16,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/geb.12668,
2609768702,Every minute counts,https://doi.org/10.1097/ta.0000000000001531,2017-07-01,https://europepmc.org/articles/pmc5526458?pdf=render,../database/content/2609768702/2609768702.pdf
2583369661,Event study methodology in the marketing literature: an overview,https://doi.org/10.1007/s11747-017-0516-y,2017-02-01,None,
2559103080,"Human exposure to dietary inorganic arsenic and other arsenic species: State of knowledge, gaps and uncertainties",https://doi.org/10.1016/j.scitotenv.2016.11.108,2017-02-01,https://europepmc.org/articles/pmc5207036?pdf=render,../database/content/2559103080/2559103080.pdf
2773869371,Shear-induced Notch-Cx37-p27 axis arrests endothelial cell cycle to enable arterial specification,https://doi.org/10.1038/s41467-017-01742-7,2017-12-15,https://www.nature.com/articles/s41467-017-01742-7.pdf,../database/content/2773869371/2773869371.pdf
3124751568,Market Mechanisms in Online Peer-to-Peer Lending,https://doi.org/10.1287/mnsc.2016.2531,2017-12-01,None,
2610988715,Molecular Mechanisms Underlying Cardiac Adaptation to Exercise,https://doi.org/10.1016/j.cmet.2017.04.025,2017-05-01,http://www.cell.com/article/S1550413117302310/pdf,
2588393062,Review of recent progress on single-frequency fiber lasers,https://doi.org/10.1364/josab.34.000a49,2017-02-15,None,
2586485670,"Environmental Growth Conditions of Trichoderma spp. Affects Indole Acetic Acid Derivatives, Volatile Organic Compounds, and Plant Growth Promotion",https://doi.org/10.3389/fpls.2017.00102,2017-02-09,https://www.frontiersin.org/articles/10.3389/fpls.2017.00102/pdf,../database/content/2586485670/2586485670.pdf
2600883436,Mars’ atmospheric history derived from upper-atmosphere measurements of <sup>38</sup> Ar/ <sup>36</sup> Ar,https://doi.org/10.1126/science.aai7721,2017-03-31,https://science.sciencemag.org/content/sci/355/6332/1408.full.pdf,
2626424052,Overview of the Muscle Cytoskeleton,https://doi.org/10.1002/cphy.c160033,2017-06-18,https://europepmc.org/articles/pmc5890934?pdf=render,../database/content/2626424052/2626424052.pdf
2742650136,New approaches for delineating <i>n</i> ‐dimensional hypervolumes,https://doi.org/10.1111/2041-210x.12865,2017-09-25,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/2041-210x.12865,
2555217102,"Assessing and conceptualizing frontal EEG asymmetry: An updated primer on recording, processing, analyzing, and interpreting frontal alpha asymmetry",https://doi.org/10.1016/j.ijpsycho.2016.11.005,2017-01-01,https://europepmc.org/articles/pmc6449497?pdf=render,../database/content/2555217102/2555217102.pdf
2586578362,Biodiversity and Topographic Complexity: Modern and Geohistorical Perspectives,https://doi.org/10.1016/j.tree.2016.12.010,2017-03-01,https://europepmc.org/articles/pmc5895180?pdf=render,../database/content/2586578362/2586578362.pdf
2742011265,Patient care standards for primary mitochondrial disease: a consensus statement from the Mitochondrial Medicine Society,https://doi.org/10.1038/gim.2017.107,2017-12-01,https://www.nature.com/articles/gim2017107.pdf,../database/content/2742011265/2742011265.pdf
2593997731,Kinome-Wide RNA Interference Screen Reveals a Role for PDK1 in Acquired Resistance to CDK4/6 Inhibition in ER-Positive Breast Cancer,https://doi.org/10.1158/0008-5472.can-16-2653,2017-04-30,https://cancerres.aacrjournals.org/content/canres/77/9/2488.full.pdf,
2604865985,The Electronically Activated Recorder (EAR),https://doi.org/10.1177/0963721416680611,2017-04-01,https://repository.arizona.edu/bitstream/10150/623432/1/EAR%20CDPS%20in%20press.pdf,../database/content/2604865985/2604865985.pdf
2621240220,Lymphocyte Nadir and Esophageal Cancer Survival Outcomes After Chemoradiation Therapy,https://doi.org/10.1016/j.ijrobp.2017.05.037,2017-09-01,None,
2579739919,Weighted recalibration of the Rosetta pedotransfer model with improved estimates of hydraulic parameter distributions and summary statistics (Rosetta3),https://doi.org/10.1016/j.jhydrol.2017.01.004,2017-04-01,https://www.sciencedirect.com/science/article/am/pii/S0022169417300057,
3102136762,Ultra-strong nonlinear optical processes and trigonal warping in MoS2 layers,https://doi.org/10.1038/s41467-017-00749-4,2017-10-12,https://www.nature.com/articles/s41467-017-00749-4.pdf,../database/content/3102136762/3102136762.pdf
2761242880,Quantitative microglia analyses reveal diverse morphologic responses in the rat cortex after diffuse brain injury,https://doi.org/10.1038/s41598-017-13581-z,2017-10-16,https://www.nature.com/articles/s41598-017-13581-z.pdf,../database/content/2761242880/2761242880.pdf
2751377372,Sex differences in Alzheimer risk,https://doi.org/10.1212/wnl.0000000000004425,2017-09-26,https://europepmc.org/articles/pmc5652968?pdf=render,../database/content/2751377372/2751377372.pdf
3122910304,Is the US Public Corporation in Trouble?,https://doi.org/10.1257/jep.31.3.67,2017-08-01,https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.31.3.67,
2774894185,Galaxy growth in a massive halo in the first billion years of cosmic history,https://doi.org/10.1038/nature24629,2017-12-06,https://hal.science/hal-01789168/document,../database/content/2774894185/2774894185.pdf
2518799113,Why equity is fundamental in climate change policy research,https://doi.org/10.1016/j.gloenvcha.2016.08.002,2017-05-01,https://escholarship.org/content/qt8hv9424q/qt8hv9424q.pdf?t=ry3iuf,../database/content/2518799113/2518799113.pdf
2763982073,QoE and power efficiency tradeoff for fog computing networks with fog node cooperation,https://doi.org/10.1109/infocom.2017.8057196,2017-05-01,None,
2774019602,Biomarkers for severe eosinophilic asthma,https://doi.org/10.1016/j.jaci.2017.10.005,2017-12-01,http://www.jacionline.org/article/S0091674917316512/pdf,
2747828786,Monarch butterfly population decline in North America: identifying the threatening processes,https://doi.org/10.1098/rsos.170760,2017-09-01,https://doi.org/10.1098/rsos.170760,
2593119130,"Last millennium Northern Hemisphere summer temperatures from tree rings: Part II, spatially resolved reconstructions",https://doi.org/10.1016/j.quascirev.2017.02.020,2017-05-01,https://www.sciencedirect.com/science/article/am/pii/S0277379117301592,
2768287128,"Investigation of microrubbers, microplastics and heavy metals in street dust: a study in Bushehr city, Iran",https://doi.org/10.1007/s12665-017-7137-0,2017-11-27,None,
3098069588,The SAGA Survey. I. Satellite Galaxy Populations around Eight Milky Way Analogs,https://doi.org/10.3847/1538-4357/aa8626,2017-09-14,https://iopscience.iop.org/article/10.3847/1538-4357/aa8626/pdf,
2619839156,Intrinsically disordered RGG/RG domains mediate degenerate specificity in RNA binding,https://doi.org/10.1093/nar/gkx460,2017-05-27,https://academic.oup.com/nar/article-pdf/45/13/7984/22894465/gkx460.pdf,../database/content/2619839156/2619839156.pdf
2769866456,A 100-Year Review: Stress physiology including heat stress,https://doi.org/10.3168/jds.2017-13676,2017-12-01,http://www.journalofdairyscience.org/article/S0022030217310330/pdf,../database/content/2769866456/2769866456.pdf
3122893524,The Sloan Digital Sky Survey Reverberation Mapping Project: Hα and Hβ Reverberation Measurements from First-year Spectroscopy and Photometry,https://doi.org/10.3847/1538-4357/aa98dc,2017-12-07,https://iopscience.iop.org/article/10.3847/1538-4357/aa98dc/pdf,
2552979527,Transient pulse test and morphological analysis of single rock fractures,https://doi.org/10.1016/j.ijrmms.2016.11.016,2017-01-01,None,
2616645738,Multiple Disk Gaps and Rings Generated by a Single Super-Earth,https://doi.org/10.3847/1538-4357/aa72f2,2017-07-10,https://iopscience.iop.org/article/10.3847/1538-4357/aa72f2/pdf,
3101474566,Fog-Aided Wireless Networks for Content Delivery: Fundamental Latency Tradeoffs,https://doi.org/10.1109/tit.2017.2735962,2017-10-01,https://doi.org/10.1109/tit.2017.2735962,
2587884995,Should we consider individual behavior differences in applied wildlife conservation studies?,https://doi.org/10.1016/j.biocon.2017.01.021,2017-05-01,None,
2606551971,<scp>CO</scp> <sub>2</sub> exchange and evapotranspiration across dryland ecosystems of southwestern North America,https://doi.org/10.1111/gcb.13686,2017-04-19,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/gcb.13686,
2613770059,Fluid-rock interaction is decisive for the formation of tungsten deposits,https://doi.org/10.1130/g38974.1,2017-05-08,https://www.research-collection.ethz.ch/bitstream/20.500.11850/192362/2/LecumberriSanchezEtAl_GEOLOGY2017_GOA.pdf,../database/content/2613770059/2613770059.pdf
2624883340,Smartphone Internet access and use: Extending the digital divide and usage gap,https://doi.org/10.1177/2050157917708329,2017-06-13,None,
3099705771,<i>SPITZER</i>PHASE CURVE CONSTRAINTS FOR WASP-43b AT 3.6 AND 4.5<i>μ</i>m,https://doi.org/10.3847/1538-3881/153/2/68,2017-01-12,https://iopscience.iop.org/article/10.3847/1538-3881/153/2/68/pdf,
2491525193,Bacterial microbiota of the upper respiratory tract and childhood asthma,https://doi.org/10.1016/j.jaci.2016.05.050,2017-03-01,http://www.jacionline.org/article/S0091674916307102/pdf,
2581741828,Accelerating net terrestrial carbon uptake during the warming hiatus due to reduced respiration,https://doi.org/10.1038/nclimate3204,2017-01-23,None,
