id,ror,name
4210116996,02s040f34,Instituto de Investigaciones en Ciencias Agrarias de Rosario
4141589,02tphfq59,National University of Rosario
35046152,04wn09761,Universidade Federal do Rio Grande do Norte
68106152,0039d5757,Universidade Federal de Goiás
199691007,0482b5b22,Brazilian Agricultural Research Corporation
177639307,03h2bxq36,University of Dundee
157614274,03p74gp79,University of Cape Town
2802176782,03tv88982,New York Botanical Garden
1295562517,0566bfb96,Naturalis Biodiversity Center
13850615,02e5hx313,Kunming Institute of Botany
19820366,034t30j35,Chinese Academy of Sciences
146165071,0409dgb37,Universidade Federal de Viçosa
1308171952,01bh91531,National Institute for Biotechnology and Genetic Engineering
4210137448,04nrv3s86,"Instituto de Hortofruticultura Subtropical y Mediterránea ""La Mayora"""
82767444,036b2ww28,Universidad de Málaga
68368234,009eqmr18,Center for Research and Advanced Studies of the National Polytechnic Institute
24906876,03rnk6m14,Institut Agro Montpellier
131077856,05kpkpg04,Centre de Coopération Internationale en Recherche Agronomique pour le Développement
4210087514,0026vdt21,Biology and Genetics of Plant-Pathogen Interactions
200475212,0516ah480,"The Graduate University for Advanced Studies, SOKENDAI"
4210159940,052rrw050,National Astronomical Observatory of Japan
24262253,03xgxw153,Subaru (Japan)
4210130523,03a502s36,Orbital ATK (United States)
1311099166,01hfpy566,"Institute of Astronomy and Astrophysics, Academia Sinica"
201537933,01dq60k83,Tohoku University
114457229,01swzsf04,University of Geneva
44636411,03b0ym704,Tokyo Keizai University
25846049,00zdnkx70,National Tsing Hua University
134161618,059dkdx38,National Taiwan Normal University
4210138771,040r57n67,Nicolaus Copernicus Astronomical Center
4210117911,02ea4nx72,East Asian Observatory
133712593,01h2m4f20,Osaka Sangyo University
71999127,021018s57,Universitat de Barcelona
11932220,0371hy230,Institució Catalana de Recerca i Estudis Avançats
199525922,055n47h92,National Institutes of Natural Sciences
148798404,021a26605,Tokyo University of Technology
59553526,05qghxh33,Stony Brook University
43545212,017hkng22,Ehime University
113306721,03t78wx29,Hiroshima University
65837984,03tgsfw79,Kobe University
2799714274,003n8re58,Shanghai Astronomical Observatory
4210128938,030vbmf58,RIKEN Advanced Science Institute
200870766,02ex6cf31,Brookhaven National Laboratory
4210158631,05db1vq90,RIKEN BNL Research Center
66890659,010zh7098,Saint Marys University
100005738,047rhhm47,Brigham Young University
187079419,01xe86309,National Institute of Amazonian Research
102335020,04t3en479,Karlsruhe Institute of Technology
62885914,02263ky35,Universidade Federal do Amazonas
4210146410,04j8yhy50,Science Oxford
4210126298,03njmea73,Duke Medical Center
51601045,002h8g185,University of Bath
176279760,01j0n2h15,University of Phoenix
128902783,046yatd98,Midwestern University
4210151202,05g223j58,Plant (United States)
1312222531,02d2m2044,Agricultural Research Service
2799853436,037zgn354,Johns Hopkins Medicine
165733156,00te3t702,University of Georgia
2799300731,0062dz060,Norwich Research Park
100288624,055zmrh94,John Innes Centre
4210138126,04397qy32,"Genetics, Diversity and Ecophysiology of Cereals"
1331897569,051dzs374,Agriculture and Agri-Food Canada
52158045,04v3ywz14,China Agricultural University
108279646,0585vsm16,Earthwatch Institute
1317774081,02wfhk785,International Institute for Applied Systems Analysis
111796040,05fjyn938,Global Biodiversity Information Facility
4210147186,03ja1ng46,Nordisk Fond for Miljø og Udvikling
123044942,052g8jq94,Universitat Autònoma de Barcelona
1304808963,044zqqy65,National Park Service
1328215151,02zv4ka60,Australian Museum
1332353952,00067tc54,NSW Department of Planning and Environment
4210126600,03fjqhb83,Boston Center for Memory
111088046,05qwgg493,Boston University
205401836,026v1ze26,National Institute for Materials Science
122346577,02d4c4y02,University of Modena and Reggio Emilia
4210095248,00shv0x82,German Rheumatism Research Centre
315704651,01n6r0e97,Leibniz Association
62916508,02kkvpp62,Technical University of Munich
45084792,04jr1s763,University of Florence
7877124,001w7jn25,Charité - Universitätsmedizin Berlin
861853513,02be6w209,Sapienza University of Rome
4210153523,051v7w268,Istituto Pasteur
4210150112,05rcxtd95,Fondazione Santa Lucia
76134821,05n3x4p02,Medical University of Vienna
2802821144,03k84rm07,Center for Environmental Health
100930933,05m7pjf47,University College Dublin
129975664,05cf8a891,Albert Einstein College of Medicine
194456095,033m8b439,California Institute for Regenerative Medicine
141945490,03rmrcq20,University of British Columbia
137469784,00qhe6a56,Miltenyi Biotec (Germany)
4210115305,028s4q594,German Center for Infection Research
4210137766,03xg85719,Institute for Advanced Study
28792581,00trqv719,University of Rochester Medical Center
76130692,00a2xv884,Zhejiang University
177933477,04tavpn47,Second Military Medical University
200296433,02drdmm93,Chinese Academy of Medical Sciences & Peking Union Medical College
4210116940,02e3ssq97,Don Carlo Gnocchi Foundation
189158943,00wjc7c48,University of Milan
4210128767,03bk36k19,Infectious Disease Models and Innovative Therapies
102197404,028rypz17,University of Paris-Sud
4210145102,042tfbd02,Institut Polytechnique de Paris
157536573,0495fxg12,Institut Pasteur
2801081054,04tnbqb63,The Francis Crick Institute
2801463291,0424g0k78,Istituto Giannina Gaslini
1339471597,020dggs04,Humanitas University
154387261,01gmqr298,Vita-Salute San Raffaele University
67581229,03a5qrr21,Istanbul University
4210146692,04fxz7d50,Sony (United Kingdom)
900890020,044k9ta02,University of Palermo
135140700,041nas322,University of Bonn
118564535,02k7v4d05,University of Bern
4210101048,0163xqp73,Leibniz Institute of Environmental Medicine
2800006345,05xvt9f17,Leiden University Medical Center
34809795,00f2yqf98,Medizinische Hochschule Hannover
204465549,01yc7t268,Washington University in St. Louis
84884186,01kj2bm70,Newcastle University
4210086369,000nhq538,Institut Necker Enfants Malades
110736937,02e0y6e06,Délégation Paris 5
1288880153,05tr67282,Hôpital Necker-Enfants Malades
4210097159,00pg5jh14,Assistance Publique – Hôpitaux de Paris
161046081,0245cg223,University of Freiburg
4210088806,003bqs817,Owl Biomedical (United States)
52590639,04xyxjd90,Nottingham Trent University
4210089592,00btzwk36,Josep Carreras Leukaemia Research Institute
4210160365,05rb1q636,Istituto Nazionale Genetica Molecolare
8087733,03a1kwz48,University of Tübingen
66752286,01ynf4891,University of Milano-Bicocca
53964585,0316ej306,Weizmann Institute of Science
4210088053,0030f2a11,Universitätsklinikum Erlangen
181369854,00f7hpc57,Friedrich-Alexander-Universität Erlangen-Nürnberg
1295876152,027zt9171,Houston Methodist
4210109259,01r5p9y80,Methodist Hospital
4210158373,059wbyv33,INCLIVA Health Research Institute
16097986,043nxc105,Universitat de València
3020210244,01fm2fv39,Sanquin
47720641,00p991c53,Huazhong University of Science and Technology
154347574,05r8dqr10,University of Rijeka
4210097985,0125yxn03,University Hospital in Motol
21250087,024d6js02,Charles University
202276237,02n0bts35,Medical University of Graz
120250893,00e5k0821,New York University Abu Dhabi
99065089,03cve4549,Tsinghua University
4210138517,032582s48,Besançon Astronomical Observatory
126307644,036jqmy94,University of Iowa
1302918504,05vvg9554,Planetary Science Institute
1287521167,026er9r08,Lockheed Martin (United States)
66946132,047s2c258,"University of Maryland, College Park"
2802946424,029pp9z10,Johns Hopkins University Applied Physics Laboratory
63966007,042nb2s44,Massachusetts Institute of Technology
1290463931,03tghng59,Southwest Research Institute
87424562,01kw1gj07,Ithaca College
44265643,049v69k10,Rowan University
4210121146,02tbvs543,Indigo Information Services (United States)
192455969,05fq50484,York University
75027704,020f3ap87,University of Tennessee at Knoxville
4210149382,04xx4z452,Johnson Space Center
1280536761,02acart68,Ames Research Center
4210096636,00cm8nm15,"University of California, Irvine Medical Center"
63190737,01y64my43,"University at Buffalo, State University of New York"
1292894508,0499dwk57,Roswell Park Comprehensive Cancer Center
8692664,02aqsxs83,University of Oklahoma
92156820,02p72h367,University of Cincinnati Medical Center
55769427,05gxnyn08,Indiana University – Purdue University Indianapolis
2802841970,00c01js51,The Ohio State University Wexner Medical Center
153297377,012jban78,Medical University of South Carolina
29606459,044pcn091,University of Mississippi Medical Center
2802864460,02y070a55,Jackson Memorial Hospital
58956616,051fd9666,Case Western Reserve University
4210100718,018x1j412,Franciscan Health Indianapolis
4210151469,05xc20j70,The US Oncology Network
4210103178,00r520291,St. Josephs Hospital
4210162453,05c1xy536,Arizona Oncology
114493937,05wf30g94,Creighton University
4210089486,007ps6h72,Fred Hutch Cancer Center
4210106489,012pb6c26,National Heart Lung and Blood Institute
177607063,025j2nd68,The Lundquist Institute
4210165985,05h4zj272,Harbor–UCLA Medical Center
1301076528,00w6g5w60,City Of Hope National Medical Center
4210120018,02fz54z33,Georgetown-Howard Universities Center for Clinical and Translational Science
86755215,05atemp08,MedStar Health
52792670,03s9ada67,HealthPartners
160606119,0011qv509,University of Tennessee Health Science Center
193531525,00y4zzh67,George Washington University
47251452,0207ad724,Wake Forest University
4210129183,03dx11k66,German Center for Lung Research
2799899409,01cqmqj90,Hadassah Medical Center
4210163178,04scfb908,Alfred Health
4210089665,008te2062,St Michael’s Hospital
61970326,00anb1726,Vertex Pharmaceuticals (United States)
2800036501,02218z997,Royal Brompton & Harefield NHS Foundation Trust
151808059,005x9g035,Colorado School of Public Health
51713134,03wmf1y16,University of Colorado Anschutz Medical Campus
1317886745,00cm2cb35,Virginia Mason Medical Center
1316535847,04drvxt59,Beth Israel Deaconess Medical Center
1324766304,01fwrsq33,Barrow Neurological Institute
108785884,04mvr1r74,Intermountain Healthcare
106165777,036nfer12,University of Central Florida
142740786,01ckdn478,University of Louisville
49332381,0457zbj98,University of Oklahoma Health Sciences Center
4210156808,056zz0q95,American Academy of Otolaryngology — Head and Neck Surgery
4210122332,03122yk49,Optical Sciences (United States)
5023651,01pxwe438,McGill University
1295409710,03fz1tt45,History of Science Society
156087764,00d9ah105,"University of California, Merced"
4210160498,05k2n4n22,RELX Group (United States)
24603500,0072zz521,University of Massachusetts Amherst
72816309,04bdffz58,Drexel University
4210125355,026efkc57,Scottish Universities Physics Alliance
4210105583,016kj2436,Royal Observatory
9360294,01111rn36,University of Bologna
4210086498,002hc6y19,Osservatorio astronomico di Bologna
4210159146,04ka0vh05,Instituto de Astrofísica de Andalucía
4210159521,05e6pjy56,Laureate Institute for Brain Research
87208437,04wn28048,University of Tulsa
4210163774,0541a3n79,International Crops Research Institute for the Semi-Arid Tropics
100135526,045pn2j94,BGI Group (China)
4210117822,02banhz78,"Diversité, adaptation, développement des plantes"
4210127902,02skbsp27,Leibniz Institute of Plant Genetics and Crop Plant Research
77250616,05mpwj415,Fort Valley State University
4210119692,02ns8zp42,Numerical Method (China)
4210166444,05q3vnk25,Institut de Recherche pour le Développement
104917982,04mgf6n79,Junagadh Agricultural University
1336096307,01na82s61,United States Department of Agriculture
129774422,03prydq77,University of Vienna
4210160965,04z4j3y75,Institut Sénégalais de Recherches Agricoles
138570494,04298em06,Central Arid Zone Research Institute
179420787,04fw54a43,Indian Council of Agricultural Research
4210125447,02xq0x374,Research Institute of Horticulture and Seeds
4210114092,02gg8z294,Écologie des Forêts Méditerranéennes
4210135640,03skt0t88,Biometry and Evolutionary Biology Laboratory
3018756631,02qprbz18,Institut des Mondes Africains
4210091292,01ar90c17,Istituto di Biologia e Biotecnologia Agraria
4210146599,051wgfj58,"Institute of Biological, Environmental and Rural Sciences"
16038530,015m2p889,Aberystwyth University
130291710,02y28sc20,Visva-Bharati University
29300151,02xp9d883,Bank of Mexico
63135867,01e3m7079,University of Cincinnati
4210113896,026sv7t11,Qingdao National Laboratory for Marine Science and Technology
59028903,04rdtx186,Ocean University of China
4210115089,029pamw34,Centre for Southern Hemisphere Oceans Research
1281210470,026nh4520,CSIRO Oceans and Atmosphere
31746571,03r8z3t63,UNSW Sydney
171892758,02nv7yv05,Forschungszentrum Jülich
913481162,04qw24q55,Wageningen University & Research
129604602,0384j8v12,University of Sydney
1282105669,05gvnxz63,Argonne National Laboratory
4210143403,04aah1z61,Norwegian Institute of Bioeconomy Research
4210125976,03b08sh51,Beltsville Agricultural Research Center
4210153160,057k9q466,Centre for Agricultural Research
7597260,02ks8qq67,Hungarian Academy of Sciences
4210134913,036eftk49,Institute for Soil Sciences
140275651,03y5egs41,University of Pannonia
137479271,000h6jb29,Helmholtz Centre for Environmental Research
162868743,012tb2g32,Tianjin University
188700360,020p3h829,University of Occupational and Environmental Health Japan
4210121543,025zd8760,Universidade do Vale do Sapucaí
2800935791,01kbfgm16,UC San Diego Health System
14285509,04fkqna53,University of Maryland Medical System
126744593,04rq5mt64,"University of Maryland, Baltimore"
4210155735,049s06a25,Southeast Radiation Oncology Group
4210100342,0174nh398,Levine Cancer Institute
149213910,008x57b05,University of Antwerp
4210134769,04ehecz88,University of Pittsburgh Medical Center
87216513,05hs6h993,Michigan State University
4210147368,03fvyqb23,Baptist Health Louisville
123431417,02dxx6824,Scripps Research Institute
4210127938,03660jn93,Mayo Clinic Hospital
1174212,03taz7m60,University of Southern California
4210147238,04f8k9513,National Heart Centre Singapore
3019479954,059ebsr57,Hospital Universitario de San Vicente Fundación
2802289008,05ayf4d73,Southlake Regional Health Center
1316902750,03xjacd83,Cleveland Clinic
4210102181,01akman82,Mallinckrodt (United States)
44461941,048sx0r50,University of Houston
172675005,02e7b5302,Nanyang Technological University
67031392,02qtvee93,Carleton University
72951846,05dk0ce17,Washington State University
1280640908,0563w1497,The Nature Conservancy
74656192,01y9bpm73,University of Göttingen
155093810,03hbp5t65,University of Idaho
141596103,01c27hj86,University of Lisbon
102322142,05vt9qd57,"Rutgers, The State University of New Jersey"
187531555,012a77v79,Lund University
4210153706,04aha0598,Norwegian Institute for Nature Research
32021983,04v76ef78,Kiel University
18014758,0213rcc28,Simon Fraser University
243754102,03srtnf24,Universidade Federal do Ceará
80281795,01jmxt844,University of Otago
25974101,00fbnyb24,University of Würzburg
55143463,048tbm396,University of Turin
161593684,05f0yaq80,Stockholm University
4210158424,04mz0gg46,Washington Tree Fruit Research Commission
1292875679,03qn8fb07,Commonwealth Scientific and Industrial Research Organisation
4210131753,03d0jkp23,Colombian Corporation for Agricultural Research - AGROSAVIA
36234482,0524sp257,University of Bristol
4210109119,015mnn720,Learning Partnership
1281635806,0202cv241,Alberta Environment and Protected Areas
3132506069,00hzs6t60,University of Embu
24571045,04a5szx83,University of North Dakota
4210142250,039t93g49,Forschungsinstitut für Biologischen Landbau
4210092773,00pggkr55,UK Centre for Ecology & Hydrology
4210120109,02v6zg374,Museo Nacional de Ciencias Naturales
4210149515,05s2fqz02,University of Puerto Rico at Utuado
153230381,00wfvh315,Charles Sturt University
41125697,0124gwh94,AgResearch
70703428,04qxnmv42,Palacký University Olomouc
3019692003,032qqvq76,Cardiovascular Institute Hospital
2803061204,009c06z12,Intermountain Medical Center
4210153217,05x4pgd18,Alaska Heart and Vascular Institute
2800275141,02gy6qp39,Allegheny General Hospital
2803030221,03jgh1p68,Abington Memorial Hospital
4210107570,01dpw6893,Scripps Memorial Hospital
4210092452,00h4bp382,Oklahoma Heart Institute
204308271,00qqv6244,Medical College of Wisconsin
1302084367,04xkbx134,Providence Saint Joseph Medical Center
4210156573,05fk0de79,Bassett Medical Center
4210093865,00jc57298,Central Baptist Hospital
4210157065,0552r4b12,Sylvester Comprehensive Cancer Center
145608581,02dgjyy92,University of Miami
184840846,02nkdxk79,Virginia Commonwealth University
4210166598,05ee2qy47,Queen Elizabeth Hospital
44896327,03ks2a131,Mitre (United States)
1306686416,0354t7b78,RTX (United States)
2800403580,03grvy078,University of Minnesota System
145872427,016xsfp80,Radboud University Nijmegen
16391192,04mhzgx49,Tel Aviv University
165690674,009avj582,Oregon Health & Science University
